rating,ratings_count,metacritic,playtime,added,suggestions_count,genre::Action,genre::Adventure,genre::Arcade,genre::Board Games,genre::Card,genre::Casual,genre::Educational,genre::Family,genre::Fighting,genre::Indie,genre::Massively Multiplayer,genre::Platformer,genre::Puzzle,genre::RPG,genre::Racing,genre::Shooter,genre::Simulation,genre::Sports,genre::Strategy
0.46150700477694834,0.11314854829288397,3.5405914769029923,-0.04427929117267983,-0.07738943564201321,-0.11102580897608011,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
-4.12258379920308,-0.3137017622690578,3.1433970101200672,-0.4677151357201644,-0.27505661493165,-0.8936471310847166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46150700477694834,-0.2715620684272866,3.1433970101200672,-0.10477012610803477,-0.24330974294590263,0.028648817915829523,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45104104403726814,-0.18728268074374407,2.7462025433371426,-0.3467334658494545,-0.20630747661116322,-0.09107229084866446,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.4301091225579068,0.06753852672296684,2.7462025433371426,1.226028242469774,-0.1028083838197907,-0.13541344224292148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4196431618182266,-0.10647362078834742,2.7462025433371426,0.6211198931162245,-0.16833993376334366,-0.09772346355780301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03240261445005095,-0.22694356906541113,2.7462025433371426,0.137193213633385,-0.16351355119794286,0.050819393612958036,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.5033708477356701,0.6307231408906392,2.7462025433371426,-0.4677151357201644,0.1372237090994753,0.15502109938946207,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5661666121737532,1.2400135377322494,2.7462025433371426,6.851675891457783,0.3954888028213665,-0.19083988148574277,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
0.5138368084753503,0.1508263921984677,2.7462025433371426,0.6816107280515795,0.20725988277073568,0.39446331691845,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
0.45104104403726814,-0.21554106367293185,2.3490080765542176,-0.4677151357201644,-0.22636377749405093,-0.3083439326805239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.22078990776429888,-0.2502443409543905,2.3490080765542176,-0.4072243007848094,-0.05979995251477477,0.29247866871165884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.4824389262563097,-0.08713893773153474,2.3490080765542176,-0.4677151357201644,-0.09261935395950015,0.17275755994716485,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46150700477694834,0.876620648484975,2.3490080765542176,-0.28624263091409957,0.9528823626522089,0.17275755994716485,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.47197296551662854,0.5662741973679302,2.3490080765542176,0.3186657184394498,0.15888880417082996,0.5651767497863396,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.6812921803102373,2.348039605218823,2.3490080765542176,0.8025923979222893,1.5051277810799573,0.4897967924161026,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5661666121737532,1.6822324425188373,2.3490080765542176,-0.04427929117267983,1.4377729310561418,0.36564156851218294,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.45104104403726814,-0.03855434953749257,2.3490080765542176,-0.4072243007848094,-0.170270486789504,0.08850937229807651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4196431618182266,-0.03706706622543006,2.3490080765542176,0.25817488350409484,-0.15032143885251403,-0.4945767685364034,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.4091772010785464,-0.26115108524284897,2.3490080765542176,-0.4677151357201644,-0.24706359605232545,-0.19749105419488133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
0.4196431618182266,-0.10597785968432659,1.951813609771293,0.9235740677929992,-0.15729288033587074,0.015346472497552414,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46150700477694834,0.4998422094291379,1.951813609771293,0.8630832328576443,0.49416151304733824,-0.15093284523091144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5
